year,type_of_violence,conflict_name,dyad_name,side_a,side_b,latitude,longitude,best
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.49,18.984722,67
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,43.513889,16.455833,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.547222,19.105278,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.590556,17.225,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.536111,20.398056,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.621667,20.577778,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.537778,20.291111,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.494167,20.327778,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.537778,20.291111,5
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.537778,20.291111,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.546639,20.492589,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.889722,21.236667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.8,20.983333,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.463333,18.656389,24
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.667518,21.028162,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.583333,21.0,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.409167,20.872778,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.491667,20.511667,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.308333,18.410556,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.532691,20.141147,9
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.347778,21.427778,2
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,44.546111,15.374722,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.651111,20.9375,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.973611,21.1225,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.273889,21.190278,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.973611,21.876111,2
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.106667,15.380556,2
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,44.955,15.31,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.456944,20.726667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.456944,20.726667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,3
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.231667,16.539167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,28
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.267222,16.827778,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.616667,20.883333,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.671389,20.584444,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.482222,20.745833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.765556,20.895,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,20
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,5
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,26
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,18
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.951944,21.209722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.66,20.292222,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.951944,21.209722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.690833,20.275556,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.544444,20.613333,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.803333,21.2475,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.338056,16.088056,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.803333,21.2475,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.466667,21.45,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.526389,19.060278,9
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.366667,21.133333,7
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.338056,16.088056,4
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.194722,21.276667,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.338056,16.088056,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.338056,16.088056,45
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.833611,21.1575,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.507222,20.362778,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.468889,21.463333,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.833611,21.1575,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,44.546111,15.374722,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.375,21.419167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.375,21.419167,5
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.586944,20.535556,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.175,20.5425,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.176389,20.546944,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583056,20.589722,0
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.415,18.696111,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.666667,21.166667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.535278,20.903889,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.475833,20.277222,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.666667,21.166667,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.304444,16.005833,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.170833,20.768056,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.591667,20.675278,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.591667,20.675278,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.22222,19.376944,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.432778,20.970556,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.780833,20.4875,19
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.566389,13.799444,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.7525,20.336389,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.288333,18.804722,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.416667,21.016667,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.316944,19.955833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.161944,20.702778,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.3675,21.029722,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.666667,20.647222,3
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.509722,18.677222,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.475833,20.277222,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.511667,20.154722,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.475833,20.277222,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.231944,21.259444,45
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.2,21.25,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,10
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.544167,20.540556,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.623889,20.460833,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,7
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,23
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,30
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,5
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.16,20.565278,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.520556,20.140278,20
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.3275,16.278889,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.231667,16.539167,6
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.231667,16.539167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.872442,20.923839,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.415,18.696111,3
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.8675,15.273333,7
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.523333,20.513333,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.3275,16.278889,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.113611,21.273611,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.856944,21.656389,10
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.565556,20.843889,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.415,18.696111,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.288333,18.804722,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.698333,20.898333,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.521667,21.125833,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,44.028889,15.48,2
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.411389,17.152222,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.5,21.116667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.177778,20.930833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.155556,20.733889,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.776944,20.441944,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.5025,20.823611,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.2,21.25,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.565556,20.843889,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.629722,20.325,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.629722,20.325,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.546667,20.346667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.546667,20.346667,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.546667,20.346667,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.546667,20.346667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.821944,21.168611,39
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.483333,20.75,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.813333,21.134722,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.483333,20.75,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.546111,15.374722,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.401111,21.052778,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.590556,17.225,1
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,46.554722,15.646667,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.309167,20.709167,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.843056,21.583333,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.342222,21.215833,2
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.96805,14.137017,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.955,20.925,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.955,20.925,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.4975,20.713889,0
